station_id,place_name,province,latitude,longitude,country,api_source,alternative_name
00173,"Dover, NB",NB,45.992446,-64.686416,Canada,CHS,
00175,"Moncton, NB",NB,46.087883,-64.771888,Canada,CHS,
00190,"Pecks Point, NB",NB,45.741838,-64.479898,Canada,CHS,
00210,"Maccan, NB",NB,45.724667,-64.259833,Canada,CHS,
00211,"River Hebert, NS",NS,45.690167,-64.373833,Canada,CHS,
00215,"Joggins, NS",NS,45.660547,-64.488192,Canada,CHS,Two Rivers Cove
00225,"Cape Capstan, NS",NS,45.474004,-64.853811,Canada,CHS,
00235,"West Advocate, NS",NS,45.345678,-64.816617,Canada,CHS,
00236,"Advocate, NS",NS,45.331982,-64.775448,Canada,CHS,
00240,"Cape d'Or, NS",NS,45.290438,-64.774936,Canada,CHS,
00242,"Spencers Island, NS",NS,45.35476,-64.710035,Canada,CHS,
00245,"Port Greville, NS",NS,45.404321,-64.541522,Canada,CHS,
00247,"Diligent River, NS",NS,45.390396,-64.454776,Canada,CHS,
00250,"Cape Sharp, NS",NS,45.364449,-64.391893,Canada,CHS,
00255,"Parrsboro, NS",NS,45.3899678,-64.3186504,Canada,CHS,
00260,"Five Islands, NS",NS,45.379434,-64.12989,Canada,CHS,
00265,"Truro, NS",NS,45.366667,-63.316667,Canada,CHS,
00267,"Maitland, NS",NS,45.251167,-63.456,Canada,CHS,
00270,"Burntcoat Head, NS",NS,45.311475,-63.805688,Canada,CHS,
00281,"Tidal View Farm, NS",NS,45.01,-64.073,Canada,CHS,
00282,"Hantsport, NS",NS,45.066886,-64.170122,Canada,CHS,
00290,"Cape Blomidon, NS",NS,45.30484,-64.349067,Canada,CHS,
00300,"Scots Bay, NS",NS,45.315444,-64.440747,Canada,CHS,
00305,"Baxters Harbour, NS",NS,45.230788,-64.514883,Canada,CHS,
00312,"Ile Haute, NS",NS,45.253894,-64.990928,Canada,CHS,
00315,"Margaretsville, NS",NS,45.048773,-65.062969,Canada,CHS,
00320,"Parkers Cove, NS",NS,44.813683,-65.538394,Canada,CHS,
00324,"Digby Ferry Wharf, NS",NS,44.65984,-65.75677,Canada,CHS,
00325,"Digby, NS",NS,44.626561,-65.753687,Canada,CHS,
00330,"Culloden, NS",NS,44.665805,-65.831633,Canada,CHS,
00333,"Grand Eddy, NS",NS,44.39592,-66.204866,Canada,CHS,
00334,"Trout Cove, NS",NS,44.551317,-66.032085,Canada,CHS,
00335,"Sandy Cove, NS",NS,44.498851,-66.098584,Canada,CHS,
00336,"East Sandy Cove, NS",NS,44.487013,-66.084873,Canada,CHS,
00337,"Tiverton, NS",NS,44.380189,-66.213845,Canada,CHS,
00338,"Tiverton (Boars Head), NS",NS,44.404224,-66.214794,Canada,CHS,
00340,"Westport, NS",NS,44.263641,-66.350064,Canada,CHS,
00345,"Lighthouse Cove, NS",NS,44.24963,-66.392209,Canada,CHS,
00353,"Church Point, NS",NS,44.345634,-66.118497,Canada,CHS,
00355,"Meteghan, NS",NS,44.193113,-66.166268,Canada,CHS,
00360,"Port Maitland, NS",NS,43.985999,-66.159098,Canada,CHS,
00365,"Yarmouth, NS",NS,43.832311,-66.124968,Canada,CHS,
00366,"Bunker Island Wharf, NS",NS,43.818936,-66.136363,Canada,CHS,
00367,"Bunker Island Light, NS",NS,43.812291,-66.143235,Canada,CHS,
00368,"Kellys Cove, NS",NS,43.783271,-66.131679,Canada,CHS,
00370,"Pinkney Point, NS",NS,43.704021,-66.055683,Canada,CHS,
00374,"Wedgeport, NS",NS,43.71704,-65.983089,Canada,CHS,
00375,"Lower Wedgeport, NS",NS,43.712299,-65.984139,Canada,CHS,
00378,"Tusket, NS",NS,43.852062,-65.975042,Canada,CHS,
00380,"Abrams River, NS",NS,43.824506,-65.935217,Canada,CHS,
00382,"Abbotts Harbour, NS",NS,43.663818,-65.824022,Canada,CHS,
00385,"Lower East Pubnico, NS",NS,43.630445,-65.771242,Canada,CHS,
00390,"Woods Harbour, NS",NS,43.529406,-65.739946,Canada,CHS,
00395,"Flat Island, NS",NS,43.509749,-66.002756,Canada,CHS,
00400,"Seal Island, NS",NS,43.409734,-66.020097,Canada,CHS,
00405,"Clarks Harbour, NS",NS,43.444829,-65.634434,Canada,CHS,
00408,"West Head, NS",NS,43.459567,-65.653437,Canada,CHS,
00410,"Swims Point, NS",NS,43.433419,-65.631869,Canada,CHS,
00415,"Barrington Passage, NS",NS,43.525632,-65.607207,Canada,CHS,
00420,"Upper Port la Tour, NS",NS,43.505894,-65.469347,Canada,CHS,
00423,"Ingomar, NS",NS,43.563155,-65.363373,Canada,CHS,
00425,"Shelburne, NS",NS,43.753636,-65.320292,Canada,CHS,
00426,"Sandy Point, NS",NS,43.695318,-65.324184,Canada,CHS,
00430,"Lockeport, NS",NS,43.701539,-65.107167,Canada,CHS,
00435,"Port Mouton, NS",NS,43.921621,-64.841138,Canada,CHS,
00440,"Liverpool, NS",NS,44.048996,-64.69442,Canada,CHS,
00450,"Bridgewater, NS",NS,44.371741,-64.505517,Canada,CHS,
00452,"Riverport, NS",NS,44.289312,-64.345007,Canada,CHS,
00455,"Lunenburg, NS",NS,44.375468,-64.307098,Canada,CHS,
00460,"Mahone Harbour, NS",NS,44.447429,-64.373975,Canada,CHS,
00465,"Chester, NS",NS,44.536383,-64.242787,Canada,CHS,
00473,"Owls Head, NS",NS,44.521816,-64.00538,Canada,CHS,
00475,"Mill Cove, NS",NS,44.580148,-64.052082,Canada,CHS,
00479,"Blandford, NS",NS,44.494691,-64.11229,Canada,CHS,
00480,"Hubbards, NS",NS,44.637327,-64.059586,Canada,CHS,
00482,"Boutiliers Point, NS",NS,44.656852,-63.94656,Canada,CHS,
00484,"Indian Harbour, NS",NS,44.514837,-63.937238,Canada,CHS,
00485,"Cliff Cove, NS",NS,44.511767,-63.937469,Canada,CHS,"St. Margarets Bay, St. MargaretsBay"
00486,"Prospect, NS",NS,44.468951,-63.783677,Canada,CHS,
00488,"Sambro Harbour, NS",NS,44.478153,-63.599156,Canada,CHS,
00490,"Halifax, NS",NS,44.65914,-63.583386,Canada,CHS,
00491,"Bedford Institute, NS",NS,44.682262,-63.613239,Canada,CHS,
00493,"Chezzetcook Inlet, NS",NS,44.71092,-63.236669,Canada,CHS,
00495,"Salmon River Bridge, NS",NS,44.778633,-63.042147,Canada,CHS,
00497,"Little Harbour, NS",NS,44.708858,-62.841551,Canada,CHS,
00500,"Murphys Cove, NS",NS,44.785651,-62.761954,Canada,CHS,
00505,"Tomlee Bay, NS",NS,44.836431,-62.587022,Canada,CHS,
00509,"Spry Harbour, NS",NS,44.837741,-62.614059,Canada,CHS,
00510,"Sheet Harbour, NS",NS,44.903,-62.5036,Canada,CHS,
00511,"Port Dufferin, NS",NS,44.89582,-62.375197,Canada,CHS,
00512,"West Newdy Quoddy, NS",NS,44.904092,-62.349648,Canada,CHS,
00514,"Ecum Secum, NS",NS,44.966012,-62.137565,Canada,CHS,
00515,"Liscomb Harbour, NS",NS,45.023824,-61.996742,Canada,CHS,
00516,"Marie Joseph, NS",NS,44.965562,-62.079311,Canada,CHS,
00520,"Sonora, NS",NS,45.057346,-61.904549,Canada,CHS,
00525,"Sherbrooke, NS",NS,45.133931,-61.983345,Canada,CHS,
00530,"Port Bickerton, NS",NS,45.105369,-61.723156,Canada,CHS,
00535,"Isaacs Harbour, NS",NS,45.179911,-61.659633,Canada,CHS,
00536,"Goldboro, NS",NS,45.180778,-61.652261,Canada,CHS,
00540,"Larrys River, NS",NS,45.217684,-61.373621,Canada,CHS,
00545,"Whitehead, NS",NS,45.240412,-61.188736,Canada,CHS,
00550,"Sable Island/Sable, ÃŽle de, NS",NS,43.959157,-59.794781,Canada,CHS,
00555,"Canso Harbour, NS",NS,45.338236,-60.995406,Canada,CHS,
00563,"Sand Point, NS",NS,45.521378,-61.263584,Canada,CHS,
00570,"Port Hastings, NS",NS,45.64615,-61.405665,Canada,CHS,
00575,"Port Hawkesbury, NS",NS,45.614417,-61.365637,Canada,CHS,
00576,"Point Tupper, NS",NS,45.595606,-61.363328,Canada,CHS,
00580,"Arichat, NS",NS,45.5104757,-61.01769383,Canada,CHS,
00582,"Petit De Grat, NS",NS,45.506907,-60.961596,Canada,CHS,
00585,"Cannes, NS",NS,45.636331,-60.959515,Canada,CHS,
00587,"St Peters Bay, NS",NS,45.652431,-60.869506,Canada,CHS,
00588,"St Peters Inlet, NS",NS,45.661123,-60.874447,Canada,CHS,
00595,"Fourchu, NS",NS,45.71712,-60.245189,Canada,CHS,
00600,"Louisbourg, NS",NS,45.916903,-59.971018,Canada,CHS,
00610,"Sydney, NS",NS,46.141358,-60.199803,Canada,CHS,
00612,"North Sydney, NS",NS,46.20897,-60.245314,Canada,CHS,
00621,"Table Head, NS",NS,46.323534,-60.360073,Canada,CHS,
00622,"Duffus Point, NS",NS,46.281566,-60.424734,Canada,CHS,
00623,"Black Rock Point, NS",NS,46.305169,-60.392998,Canada,CHS,
00624,"Penny Lane, NS",NS,46.29864,-60.399749,Canada,CHS,Penny Lane (Blackrock)
00626,"Seal Islands Bridge, NS",NS,46.2366,-60.5002,Canada,CHS,
00630,"Ingonish Beach, NS",NS,46.629842,-60.389685,Canada,CHS,
00635,"Neils Harbour, NS",NS,46.806867,-60.320471,Canada,CHS,
00638,"Dingwall, NS",NS,46.902499,-60.457949,Canada,CHS,
00640,"Baddeck, NS",NS,46.100254,-60.747687,Canada,CHS,
00653,"Johnstown, NS",NS,45.79297,-60.739103,Canada,CHS,
00654,"Eskasoni, NS",NS,45.955825,-60.586051,Canada,CHS,
00655,"Iona, NS",NS,45.956781,-60.793964,Canada,CHS,
00656,"Dundee, NS",NS,45.699744,-61.090416,Canada,CHS,
00663,"Grand Bay, NL",NL,47.59022,-59.181979,Canada,CHS,
00665,"Port aux Basques, NL",NL,47.580155,-59.139055,Canada,CHS,
00666,"Isle Aux Morts, NL",NL,47.582132,-58.979109,Canada,CHS,
00668,"Rose Blanche, NL",NL,47.615609,-58.700195,Canada,CHS,
00670,"La Poile (Little Bay), NL",NL,47.684234,-58.39571,Canada,CHS,
00671,"Grand Bruit, NL",NL,47.671685,-58.224724,Canada,CHS,
00672,"Couteau Bay, NL",NL,47.712801,-58.049808,Canada,CHS,
00677,"Short Reach, NL",NL,47.616818,-57.620916,Canada,CHS,Burgeo
00679,"Ramea Island, NL",NL,47.521818,-57.38464,Canada,CHS,
00683,"Francois, NL",NL,47.577351,-56.743771,Canada,CHS,
00688,"Mccallum, NL",NL,47.631183,-56.22705,Canada,CHS,
00690,"Pushthrough, NL",NL,47.635589,-56.16505,Canada,CHS,"Great Gervis Hbr, Great Gervis Hbr"
00705,"St Albans, NL",NL,47.863101,-55.835199,Canada,CHS,
00708,"Gaultois, NL",NL,47.608433,-55.904371,Canada,CHS,
00710,"Hermitage, NL",NL,47.556463,-55.925395,Canada,CHS,
00720,"Harbour Breton, NL",NL,47.477957,-55.81267,Canada,CHS,
00724,"Belleoram, NL",NL,47.526829,-55.409341,Canada,CHS,
00745,"Saint-Pierre Et Miquelon, NL",NL,46.777365,-56.169216,Canada,CHS,
00755,"St. Lawrence, NL",NL,46.916789,-55.39005,Canada,CHS,Great St. Lawrence
00760,"Burin, NL",NL,47.03573,-55.164358,Canada,CHS,
00765,"Marystown, NL",NL,47.165605,-55.148173,Canada,CHS,
00776,"Petite Forte, NL",NL,47.396298,-54.667979,Canada,CHS,
00795,"Tacks Beach, NL",NL,47.581357,-54.212081,Canada,CHS,
00796,"Davis Cove, NL",NL,47.636177,-54.3406365,Canada,CHS,
00805,"Woody Island, NL",NL,47.783668,-54.178688,Canada,CHS,
00810,"North Harbour, NL",NL,47.846313,-54.096719,Canada,CHS,
00815,"Come By Chance, NL",NL,47.81042,-54.007651,Canada,CHS,
00818,"Arnolds Cove, NL",NL,47.7579625,-53.990144,Canada,CHS,
00830,"Long Harbour, NL",NL,47.428591,-53.822808,Canada,CHS,
00835,"Argentia, NL",NL,47.289998,-53.991899,Canada,CHS,
00845,"St Brides, NL",NL,46.9175758,-54.177762,Canada,CHS,
00860,"St Marys, NL",NL,46.9194628,-53.580154,Canada,CHS,
00880,"Trepassey, NL",NL,46.735517,-53.371543,Canada,CHS,
00890,"Fermeuse, NL",NL,46.964724,-52.938131,Canada,CHS,
00893,"Lance Cove, NL",NL,46.80064,-54.097654,Canada,CHS,
00898,"Gull Island, NL",NL,47.262122,-52.777936,Canada,CHS,
00900,"Bay Bulls, NL",NL,47.313812,-52.806124,Canada,CHS,
00905,"St. Johns, NL",NL,47.567045,-52.702311,Canada,CHS,St. John's
00907,"Middle Cove, NL",NL,47.650895,-52.695878,Canada,CHS,
00912,"Portugal Cove, NL",NL,47.625667,-52.856716,Canada,CHS,
00915,"Bell Island, NL",NL,47.629755,-52.923473,Canada,CHS,
00920,"Long Pond, NL",NL,47.517431,-52.978591,Canada,CHS,
00925,"Holyrood Bay, NL",NL,47.389127,-53.135356,Canada,CHS,
00932,"Bay Roberts, NL",NL,47.588812,-53.263168,Canada,CHS,
00935,"Harbour Grace, NL",NL,47.691119,-53.2168035,Canada,CHS,
00955,"Hearts Content, NL",NL,47.8708505,-53.367706,Canada,CHS,
00962,"Long Cove, NL",NL,47.566755,-53.6675267,Canada,CHS,
00970,"Long Beach, NL",NL,47.996447,-53.810697,Canada,CHS,
00973,"Hickmans Harbour, NL",NL,48.103238,-53.743636,Canada,CHS,
00975,"Clarenville, NL",NL,48.169807,-53.960495,Canada,CHS,
00977,"Clifton, NL",NL,48.175581,-53.724624,Canada,CHS,
00981,"Trinity, NL",NL,48.372154,-53.357848,Canada,CHS,
00985,"Port Union, NL",NL,48.498876,-53.0811086,Canada,CHS,
00990,"Bonavista, NL",NL,48.650605,-53.115757,Canada,CHS,
01003,"Jamestown, NL",NL,48.444292,-53.799962,Canada,CHS,
01008,"Charlottetown, NL",NL,48.434052,-54.004372,Canada,CHS,
01009,"Saltons Brook, NL",NL,48.57899,-53.946939,Canada,CHS,
01010,"Newman Sound, NL",NL,48.561952,-53.962352,Canada,CHS,
01015,"Salvage, NL",NL,48.686698,-53.642866,Canada,CHS,
01018,"Glovertown South, NL",NL,48.682227,-53.993161,Canada,CHS,
01025,"Dover - Wellington, NL",NL,48.8642416,-53.9721258,Canada,CHS,
01030,"Valleyfield, NL",NL,49.122244,-53.607874,Canada,CHS,
01035,"Musgrave Harbour, NL",NL,49.453792,-53.958367,Canada,CHS,
01040,"Carmanville, NL",NL,49.403201,-54.281334,Canada,CHS,
01047,"Joe Batts Arm, NL",NL,49.730817,-54.157698,Canada,CHS,
01048,"Seldom, NL",NL,49.609583,-54.182199,Canada,CHS,"Seldom Come By, Seldom Come By"
01049,"Tilting Harbour, NL",NL,49.705267,-54.061983,Canada,CHS,
01050,"Fogo, NL",NL,49.7136486,-54.2884966,Canada,CHS,"Seal Cove, Seal Cove"
01052,"Change Islands, NL",NL,49.67474,-54.400271,Canada,CHS,
01053,"Farewell, NL",NL,49.555593,-54.477702,Canada,CHS,
01054,"Dark Cove, NL",NL,49.52496,-54.755303,Canada,CHS,
01056,"Dildo Run (Causeway), NL",NL,49.4811,-54.734404,Canada,CHS,
01058,"Summerford, NL",NL,49.4896307,-54.796798,Canada,CHS,
01060,"Twillingate, NL",NL,49.6597532,-54.77322577,Canada,CHS,
01065,"Bridgeport, NL",NL,49.549643,-54.873393,Canada,CHS,
01070,"Lewisporte, NL",NL,49.246536,-55.052948,Canada,CHS,
01080,"Botwood, NL",NL,49.146832,-55.337226,Canada,CHS,
01085,"Exploits Island, NL",NL,49.517688,-55.063684,Canada,CHS,
01087,"Leading Tickle, NL",NL,49.5020504,-55.4470603,Canada,CHS,
01095,"Little Bay Arm, NL",NL,49.600766,-55.923296,Canada,CHS,
01097,"Beachside, NL",NL,49.643134,-55.89575,Canada,CHS,
01098,"Springdale, NL",NL,49.5000599,-56.064947,Canada,CHS,
01101,"Nippers Harbour, NL",NL,49.793454,-55.8598663,Canada,CHS,
01102,"Tilt Cove, NL",NL,49.880514,-55.623771,Canada,CHS,
01105,"La Scie, NL",NL,49.9631805,-55.6029476,Canada,CHS,
01110,"Baie Verte, NL",NL,49.937268,-56.191381,Canada,CHS,
01115,"Seal Cove, NL",NL,49.936176,-56.38880325,Canada,CHS,
01125,"Hampden, NL",NL,49.5452688,-56.85334086,Canada,CHS,
01135,"Sops Island, NL",NL,49.797178,-56.794615,Canada,CHS,
01150,"Englee, NS",NS,50.732249638,-56.10674919,Canada,CHS,
01165,"Locks Cove, NL",NL,51.337356,-55.954712,Canada,CHS,
01170,"St Anthony, NL",NL,51.3639566,-55.58490847,Canada,CHS,
01180,"Ship Cove, NL",NL,51.6027255,-55.62597008,Canada,CHS,
01181,"Cooks Harbour, NL",NL,51.607009,-55.862446,Canada,CHS,
01182,"Black Joke Cove, NL",NL,51.999257,-55.279315,Canada,CHS,
01185,"Chateau Bay, NL",NL,51.975223,-55.855186,Canada,CHS,
01186,"Henley Harbour, NL",NL,51.9925867,-55.8553451,Canada,CHS,
01190,"Battle Harbour, NL",NL,52.2736235,-55.58394272,Canada,CHS,
01195,"Port Marnham, NL",NL,52.383568,-55.733203,Canada,CHS,
01199,"Williams Harbour, South Labrador, NL",NL,52.5596724,-55.7698364,Canada,CHS,
01200,"Denbigh Island, Labrador, NL",NL,52.531128,-55.82491,Canada,CHS,
01202,"White Bear Arm, NL",NL,52.734901,-55.829688,Canada,CHS,"Square Island Harbour, Square Island Harbour"
01205,"Nevile Island, NL",NL,52.55116,-56.111893,Canada,CHS,Cooper's Island
01210,"Port Hope Simpson, NL",NL,52.54908,-56.296152,Canada,CHS,
01214,"Norman Bay, NL",NL,52.93597986,-55.90235541,Canada,CHS,
01217,"Punchbowl, NL",NL,53.250676,-55.751618,Canada,CHS,
01245,"Cartwright, NL",NL,53.70421458,-57.020407,Canada,CHS,
01247,"Sandwich Bay (East Arm), NL",NL,53.566561,-57.161563,Canada,CHS,
01248,"Paradise River, NL",NL,53.440361,-57.285765,Canada,CHS,
01263,"Snooks Rocks, NL",NL,54.2627,-58.1955,Canada,CHS,
01267,"Jordans Point, NL",NL,54.218294,-58.241539,Canada,CHS,
01280,"Rigolet, NL",NL,54.180469,-58.427962,Canada,CHS,
01285,"Caravalla Cove, NL",NL,54.054143,-58.593691,Canada,CHS,
01287,"Long Point Island, NL",NL,54.015302,-58.566696,Canada,CHS,
01320,"Cabot Point, NL",NL,53.719117,-59.0644,Canada,CHS,
01331,"Mulligan Bay, NL",NL,53.8356,-59.871383,Canada,CHS,
01335,"North West River, NL",NL,53.523929,-60.1457805,Canada,CHS,
01345,"Rabbit Island, NL",NL,53.401117,-60.137636,Canada,CHS,
01350,"Terrington Basin, NL",NL,53.344237,-60.401007,Canada,CHS,
01365,"Broomfield, NL",NL,54.47233,-57.182573,Canada,CHS,Icy Tickle
01370,"Emily Harbour, NL",NL,54.541068,-57.191598,Canada,CHS,
01374,"Byron Bay (Copper Island), NL",NL,54.728082,-57.688218,Canada,CHS,
01376,"Jeanette Bay, Lab, NL",NL,54.749478,-57.891383,Canada,CHS,
01377,"Mostyn Cove, NL",NL,54.7401315,-57.982024,Canada,CHS,
01390,"Makkovik, NL",NL,55.082942,-59.1701008,Canada,CHS,
01397,"Postville, NL",NL,54.907125,-59.766688,Canada,CHS,
01398,"Jackos Point, NL",NL,55.121487,-59.443562,Canada,CHS,
01400,"Turnavik Island, NL",NL,55.285606,-59.34282,Canada,CHS,
01405,"Hopedale, NL",NL,55.4541256,-60.2228018,Canada,CHS,
01410,"Shoal Tickle, NL",NL,55.771765,-60.352145,Canada,CHS,
01416,"Davis Inlet, NL",NL,55.892393,-60.901578,Canada,CHS,
01420,"House Harbour, NL",NL,56.235527,-61.049647,Canada,CHS,
01421,"Nukasusutok Island, NL",NL,56.370108,-61.241776,Canada,CHS,North Harbour
01422,"John Hayes Harbour, NL",NL,56.399527,-61.614195,Canada,CHS,
01425,"Ford Harbour, NL",NL,56.4663686,-61.19228058,Canada,CHS,
01430,"Nain, NL",NL,56.543452,-61.686473,Canada,CHS,"Nain, Nunainguk, Unity Bay"
01435,"Young's Harbour, NL",NL,56.633,-61.061,Canada,CHS,
01450,"Port Manvers, NL",NL,56.954676,-61.506858,Canada,CHS,
01452,"Kiglapait Harbour, NL",NL,57.158904,-61.56302,Canada,CHS,
01458,"Igloksoatalik Island, NL",NL,57.67846,-61.816734,Canada,CHS,
01465,"Hebron, NL",NL,58.199632,-62.624991,Canada,CHS,
01470,"Saglek Bay, NL",NL,58.486817,-62.668467,Canada,CHS,
01485,"Brownell Point, NL",NL,59.392177,-63.877661,Canada,CHS,
01487,"Eclipse Channel, NL",NL,59.694339,-64.132595,Canada,CHS,
01490,"Williams Harbour, North Labrador, NL",NL,60.009951,-64.316726,Canada,CHS,
01495,"Cape Chidley, NL",NL,60.33468,-64.451803,Canada,CHS,
01520,"Bay St. Lawrence, NS",NS,47.002654,-60.467522,Canada,CHS,
01530,"St Paul Island, NS",NS,47.199,-60.146544,Canada,CHS,
01539,"Cheticamp, NS",NS,46.625175,-61.016557,Canada,CHS,"La Digue, LA DIGUE"
01540,"La Pointe, NS",NS,46.603101,-61.0526,Canada,CHS,
01545,"Margaree Trailer, NS",NS,46.440193,-61.11288,Canada,CHS,
01546,"Margaree Harbour, NS",NS,46.4424,-61.112103,Canada,CHS,Belle Cote Breakwater
01547,"East Margaree River, NS",NS,46.42772,-61.088565,Canada,CHS,Margaree Fish Pond
01548,"East Margaree Bridge, NS",NS,46.39729,-61.078761,Canada,CHS,
01550,"Broad Cove Marsh, NS",NS,46.300635,-61.257343,Canada,CHS,
01560,"Port Hood, NS",NS,46.027909,-61.545014,Canada,CHS,
01570,"Aulds Cove, NS",NS,45.648343,-61.435526,Canada,CHS,
01576,"Havre Boucher, NS",NS,45.68962,-61.527238,Canada,CHS,
01580,"Cape Jack, NS",NS,45.683753,-61.574802,Canada,CHS,
01590,"Antigonish Harbour, NS",NS,45.672456,-61.907064,Canada,CHS,
01597,"Cribbeans Point, NS",NS,45.755204,-61.896344,Canada,CHS,Cribbons Point
01600,"Ballantynes Cove, NS",NS,45.858721,-61.918052,Canada,CHS,
01610,"Arisaig, NS",NS,45.7619714,-62.1716137,Canada,CHS,
01620,"Merigomish, NS",NS,45.648764,-62.448885,Canada,CHS,
01630,"Pictou, NS",NS,45.6740806,-62.7033375,Canada,CHS,
01635,"Pictou Island, NS",NS,45.802557,-62.585592,Canada,CHS,
01640,"Caribou, NS",NS,45.73928,-62.688116,Canada,CHS,Caribou Ferry Terminal
01650,"Souris, PE",PE,46.349625,-62.251762,Canada,CHS,
01660,"Georgetown, PE",PE,46.17951,-62.531618,Canada,CHS,
01662,"Montague, PE",PE,46.164725,-62.646332,Canada,CHS,
01665,"Graham Pond, PE",PE,46.095961,-62.453698,Canada,CHS,
01670,"Murray Harbour, PE",PE,46.005478,-62.523515,Canada,CHS,
01680,"Wood Islands, PE",PE,45.952878,-62.749395,Canada,CHS,
01690,"Point Prim, PE",PE,46.056251,-63.030217,Canada,CHS,
01700,"Charlottetown, PE",PE,46.23012108,-63.1221766,Canada,CHS,
01710,"Canoe Cove, PE",PE,46.149224,-63.303736,Canada,CHS,
01715,"Victoria, PEI, PE",PE,46.212623,-63.489466,Canada,CHS,
01725,"Port Borden, PE",PE,46.246127,-63.700721,Canada,CHS,
01735,"Summerside, PE",PE,46.386486,-63.789649,Canada,CHS,
01745,"Skinners Cove, NS",NS,45.79447,-63.04467,Canada,CHS,
01760,"Malagash, NS",NS,45.77520205,-63.2961563,Canada,CHS,
01770,"Cape Cliff, NS",NS,45.876731,-63.480512,Canada,CHS,
01775,"Pugwash, NS",NS,45.8483972,-63.663297,Canada,CHS,
01780,"Tidnish, NS",NS,45.997582,-64.007441,Canada,CHS,
01785,"Port Elgin, NB",NB,46.051875,-64.082768,Canada,CHS,
01790,"Cape Tormentine, NB",NB,46.134676,-63.776757,Canada,CHS,
01800,"Cap Pelé, NB",NB,46.235841,-64.26127,Canada,CHS,"Cape Bald, CAPE BALD"
01804,"Pointe-du-Chêne, NB",NB,46.24061389,-64.53000556,Canada,CHS,
01805,"Shediac Bay, NB",NB,46.22689722,-64.54510278,Canada,CHS,
01810,"Cap de Caissie, NB",NB,46.312812,-64.509737,Canada,CHS,
01812,"Cocagne, NB",NB,46.3380696,-64.61814202,Canada,CHS,
01815,"Saint Thomas De Kent, NB",NB,46.447615,-64.636837,Canada,CHS,
01820,"Richibucto Cape, NB",NB,46.67454025,-64.7125534,Canada,CHS,
01825,"Richibucto Bar, NB",NB,46.710852,-64.791113,Canada,CHS,
01827,"Richibucto, NB",NB,46.68032,-64.86042,Canada,CHS,
